#STEM=all_IP_networks
#VERSION=v20260828r15
#ROWS=25704
#CREATED=2026-08-23T15:41:25Z
#TOOL=update_ipam.py v1.16
#NOTE=Delta update: +5 subnets from preprocess
#END_HEADER
#UPDATED=2026-08-25T02:18:35Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_REMOVE_childless_v20260824.csv +0 -340 rows
#UPDATED=2026-08-25T02:20:41Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_ADD_childless_v20260824.csv +340 -0 rows
#UPDATED=2026-08-25T02:26:15Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_REMOVE_orphan_10.18.79.50_v20260824.csv +0 -1 rows
#UPDATED=2026-08-25T02:27:34Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_ADD_orphan_10.18.79.50_v20260824.csv +1 -0 rows
#UPDATED=2026-08-25T02:30:54Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_REMOVE_orphan_10.18.79.50_v20260824.csv +0 -1 rows
#UPDATED=2026-08-25T02:32:02Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_REMOVE_groups_v20260824.csv +0 -817 rows
#UPDATED=2026-08-25T02:33:54Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_ADD_parents_v20260824.csv +227 -0 rows
#UPDATED=2026-08-25T02:34:54Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_ADD_children_v20260824.csv +590 -0 rows
#UPDATED=2026-08-26T03:25:15Z
#GENERATOR=ipam-db.py v3.36.8 --update-patch all_IP_networks_egress_rd_REMOVE_childless_v20260825.csv +0 -4423 rows
#UPDATED=2026-08-26T03:26:38Z
#GENERATOR=ipam-db.py v3.36.8 --update-patch all_IP_networks_egress_rd_ADD_childless_v20260825.csv +4423 -0 rows
#UPDATED=2026-08-27T02:53:40Z
#GENERATOR=ipam-db.py v3.36.8 --update-patch all_IP_networks_egress_rd_REMOVE_groups_v20260826.csv +0 -5238 rows
#UPDATED=2026-08-27T02:58:33Z
#GENERATOR=ipam-db.py v3.36.8 --update-patch all_IP_networks_egress_rd_ADD_parents_v20260826.csv +728 -0 rows
#UPDATED=2026-08-27T02:59:57Z
#GENERATOR=ipam-db.py v3.36.8 --update-patch all_IP_networks_egress_rd_ADD_children_v20260826.csv +4510 -0 rows
#UPDATED=2026-08-27T18:50:40Z
#GENERATOR=ipam-db.py v3.36.9 --update-patch all_IP_networks_egress_rd_REMOVE_childless_v20260827.csv +0 -44 rows
#UPDATED=2026-08-27T18:51:34Z
#GENERATOR=ipam-db.py v3.36.9 --update-patch all_IP_networks_egress_rd_ADD_childless_v20260827.csv +44 -0 rows
#UPDATED=2026-08-27T19:06:48Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_REMOVE_groups_v20260827.csv +0 -6 rows
#UPDATED=2026-08-27T19:07:52Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_parents_v20260827.csv +2 -0 rows
#UPDATED=2026-08-27T19:09:04Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_children_v20260827.csv +4 -0 rows
#UPDATED=2026-08-28T16:48:53Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_REMOVE_childless_v20260828.csv +0 -436 rows
#UPDATED=2026-08-28T16:51:50Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_childless_v20260828.csv +436 -0 rows
#UPDATED=2026-08-28T16:53:25Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_REMOVE_groups_v20260828.csv +0 -1214 rows
#UPDATED=2026-08-28T16:55:48Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_parents_v20260828.csv +90 -0 rows
#UPDATED=2026-08-28T16:57:54Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_children_v20260828.csv +1124 -0 rows
#UPDATED=2026-08-28T18:24:16Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_REMOVE_childless_v20260828.csv +0 -436 rows
#UPDATED=2026-08-28T18:35:56Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_childless_v20260828.csv +436 -0 rows
#UPDATED=2026-08-28T18:42:21Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_REMOVE_groups_v20260828.csv +0 -1214 rows
#UPDATED=2026-08-28T18:46:11Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_parents_v20260828.csv +90 -0 rows
#UPDATED=2026-08-28T18:48:53Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_children_v20260828.csv +1124 -0 rows
#UPDATED=2026-08-28T19:53:58Z
#GENERATOR=ipam-db.py v3.37.3 --update-patch all_IP_networks_egress_rd_REMOVE_childless_v20260828r1.csv +0 -213 rows
#UPDATED=2026-08-28T19:56:56Z
#GENERATOR=ipam-db.py v3.37.3 --update-patch all_IP_networks_egress_rd_ADD_childless_v20260828r1.csv +213 -0 rows
#UPDATED=2026-08-28T20:00:27Z
#GENERATOR=ipam-db.py v3.37.3 --update-patch all_IP_networks_egress_rd_REMOVE_groups_v20260828r1.csv +0 -5371 rows
#UPDATED=2026-08-28T20:55:56Z
#GENERATOR=ipam-db.py v3.37.3 --update-patch all_IP_networks_egress_rd_ADD_parents_v20260828r1.csv +113 -0 rows
#UPDATED=2026-08-28T20:57:45Z
#GENERATOR=ipam-db.py v3.37.3 --update-patch all_IP_networks_egress_rd_ADD_children_v20260828r1.csv +5258 -0 rows
CIDR,PREFIX_LEN,NETWORK_ADDRESS,BROADCAST_ADDRESS,SITE_CODE,CANONICAL_LOCATION,LOCATION_TYPE,HERITAGE,STATUS,NET_TYPE,ROUTING_DOMAIN,FACILITY_TYPE,STORE_NUMBER,COMM_TYPE,DATA_QUALITY,SOURCE,DATASET_VERSION,LOC_MASTER_VERSION,CONTESTED_BLOCK,EXT_ID_REFS
10.12.48.24/31,31.0,10.12.48.24,10.12.48.25,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.26/31,31.0,10.12.48.26,10.12.48.27,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.28/31,31.0,10.12.48.28,10.12.48.29,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.30/31,31.0,10.12.48.30,10.12.48.31,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.32/31,31.0,10.12.48.32,10.12.48.33,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.34/31,31.0,10.12.48.34,10.12.48.35,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.36/31,31.0,10.12.48.36,10.12.48.37,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.38/31,31.0,10.12.48.38,10.12.48.39,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.40/31,31.0,10.12.48.40,10.12.48.41,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.42/31,31.0,10.12.48.42,10.12.48.43,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.44/31,31.0,10.12.48.44,10.12.48.45,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.46/31,31.0,10.12.48.46,10.12.48.47,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.48/31,31.0,10.12.48.48,10.12.48.49,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.50/31,31.0,10.12.48.50,10.12.48.51,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.52/31,31.0,10.12.48.52,10.12.48.53,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.54/31,31.0,10.12.48.54,10.12.48.55,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.56/31,31.0,10.12.48.56,10.12.48.57,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.58/31,31.0,10.12.48.58,10.12.48.59,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.60/31,31.0,10.12.48.60,10.12.48.61,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.62/31,31.0,10.12.48.62,10.12.48.63,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.64/31,31.0,10.12.48.64,10.12.48.65,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.66/31,31.0,10.12.48.66,10.12.48.67,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.68/31,31.0,10.12.48.68,10.12.48.69,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.70/31,31.0,10.12.48.70,10.12.48.71,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.72/31,31.0,10.12.48.72,10.12.48.73,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.74/31,31.0,10.12.48.74,10.12.48.75,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.76/31,31.0,10.12.48.76,10.12.48.77,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.78/31,31.0,10.12.48.78,10.12.48.79,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.80/31,31.0,10.12.48.80,10.12.48.81,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.82/31,31.0,10.12.48.82,10.12.48.83,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.84/31,31.0,10.12.48.84,10.12.48.85,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.86/31,31.0,10.12.48.86,10.12.48.87,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.88/31,31.0,10.12.48.88,10.12.48.89,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.90/31,31.0,10.12.48.90,10.12.48.91,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.92/31,31.0,10.12.48.92,10.12.48.93,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.94/31,31.0,10.12.48.94,10.12.48.95,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.96/31,31.0,10.12.48.96,10.12.48.97,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.98/31,31.0,10.12.48.98,10.12.48.99,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.100/31,31.0,10.12.48.100,10.12.48.101,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.102/31,31.0,10.12.48.102,10.12.48.103,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.104/31,31.0,10.12.48.104,10.12.48.105,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.106/31,31.0,10.12.48.106,10.12.48.107,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.108/31,31.0,10.12.48.108,10.12.48.109,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.110/31,31.0,10.12.48.110,10.12.48.111,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.112/31,31.0,10.12.48.112,10.12.48.113,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.114/31,31.0,10.12.48.114,10.12.48.115,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.116/31,31.0,10.12.48.116,10.12.48.117,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.118/31,31.0,10.12.48.118,10.12.48.119,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.120/31,31.0,10.12.48.120,10.12.48.121,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.122/31,31.0,10.12.48.122,10.12.48.123,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.124/31,31.0,10.12.48.124,10.12.48.125,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.126/31,31.0,10.12.48.126,10.12.48.127,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.128/31,31.0,10.12.48.128,10.12.48.129,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.130/31,31.0,10.12.48.130,10.12.48.131,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.132/31,31.0,10.12.48.132,10.12.48.133,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.134/31,31.0,10.12.48.134,10.12.48.135,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.136/31,31.0,10.12.48.136,10.12.48.137,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.138/31,31.0,10.12.48.138,10.12.48.139,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.140/31,31.0,10.12.48.140,10.12.48.141,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.142/31,31.0,10.12.48.142,10.12.48.143,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.144/31,31.0,10.12.48.144,10.12.48.145,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.146/31,31.0,10.12.48.146,10.12.48.147,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.148/31,31.0,10.12.48.148,10.12.48.149,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.150/31,31.0,10.12.48.150,10.12.48.151,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.152/31,31.0,10.12.48.152,10.12.48.153,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.154/31,31.0,10.12.48.154,10.12.48.155,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.156/31,31.0,10.12.48.156,10.12.48.157,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.158/31,31.0,10.12.48.158,10.12.48.159,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.160/31,31.0,10.12.48.160,10.12.48.161,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.162/31,31.0,10.12.48.162,10.12.48.163,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.164/31,31.0,10.12.48.164,10.12.48.165,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.166/31,31.0,10.12.48.166,10.12.48.167,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.168/31,31.0,10.12.48.168,10.12.48.169,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.170/31,31.0,10.12.48.170,10.12.48.171,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.172/31,31.0,10.12.48.172,10.12.48.173,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.174/31,31.0,10.12.48.174,10.12.48.175,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.176/31,31.0,10.12.48.176,10.12.48.177,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.178/31,31.0,10.12.48.178,10.12.48.179,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.180/31,31.0,10.12.48.180,10.12.48.181,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.182/31,31.0,10.12.48.182,10.12.48.183,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.184/31,31.0,10.12.48.184,10.12.48.185,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.186/31,31.0,10.12.48.186,10.12.48.187,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.188/31,31.0,10.12.48.188,10.12.48.189,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.190/31,31.0,10.12.48.190,10.12.48.191,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.192/31,31.0,10.12.48.192,10.12.48.193,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.194/31,31.0,10.12.48.194,10.12.48.195,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.196/31,31.0,10.12.48.196,10.12.48.197,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.198/31,31.0,10.12.48.198,10.12.48.199,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.200/31,31.0,10.12.48.200,10.12.48.201,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.202/31,31.0,10.12.48.202,10.12.48.203,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.204/31,31.0,10.12.48.204,10.12.48.205,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.206/31,31.0,10.12.48.206,10.12.48.207,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.208/31,31.0,10.12.48.208,10.12.48.209,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.210/31,31.0,10.12.48.210,10.12.48.211,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.212/31,31.0,10.12.48.212,10.12.48.213,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.214/31,31.0,10.12.48.214,10.12.48.215,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.216/31,31.0,10.12.48.216,10.12.48.217,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.48.218/31,31.0,10.12.48.218,10.12.48.219,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
